image_path,label,class_name,dataset,source,generator,original_split,width,height,content_hash
data/raw/CIFAKE/train/FAKE/2939 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,107675d7cb93781d073235218f3ec41477b5de360a8aeede0e3a4d2b30ceffa3
data/raw/CIFAKE/train/FAKE/2949 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,2a068947ab45587dd8c8fd5592e2e538188701bb1f4047417f212e90f072589b
data/raw/CIFAKE/train/FAKE/2984 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,d0a2ef7dad4cf4c94ed3adc83fc32b124440c7fbc4bf353038d623a31478a50d
data/raw/CIFAKE/train/FAKE/2987 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,203be01c5b48b0a06a4d84d11f69607f59f680ab243fce2aab36c5e1659283f2
data/raw/CIFAKE/train/FAKE/3006 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,c3b1e5f8c4011c2fe6e4392d4c155a3459ec6d01924931467edd5258e34c6c8c
data/raw/CIFAKE/train/FAKE/3019 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,2f169ce11163552c7b63c8dc5d26fc329efabff96df968c7de9e4b7e0fe43db1
data/raw/CIFAKE/train/FAKE/3033 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,c4ec2df49a1d245604d23887dfe7f40a82f8d9c2f6f0361de42c15b67a189b5f
data/raw/CIFAKE/train/FAKE/3052 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,1e95a10004281dd785211d087282251be79a5ec46b656af489dc551eed9359b4
data/raw/CIFAKE/train/FAKE/3053 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,80fe8f8965f6ef9605bcee7bfc56992ff785655719ba7dac3ca85c73297e4209
data/raw/CIFAKE/train/FAKE/3056 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,aa00676ed2a8b8296b0d8c7b3a3e288a7de6826f8291d0ffe6cfc16e1756913a
data/raw/CIFAKE/train/FAKE/3063 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,30778525b1efbe49aca2ce235ea7cab2297ae06fdf3fe016c5eacb74b5820523
data/raw/CIFAKE/train/FAKE/3064 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,3c7d0b50dae0f78443d3a717cad545c3a520a0b5dea2f47dd96d4fbd93fe2560
data/raw/CIFAKE/train/FAKE/3069 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,8919d72d92b71eacff4f70bca8fcb51ce7988209f454a050ce7d618a62bd977b
data/raw/CIFAKE/train/FAKE/3108 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,25b620c9669f49608774d5ce57c7505233728ae4ab09a702b6b26fa4a64aff86
data/raw/CIFAKE/train/FAKE/3109 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,0c0f4de637684e31741fa4f539814fc86c01791325e69cd0a80ed044b98e86a9
data/raw/CIFAKE/train/FAKE/3118 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,816d6a89250db15ca5b9134fb50617dcacb5f836514a2260f1a3f8365cf3d930
data/raw/CIFAKE/train/FAKE/3131 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,ca3885b7f83abc633dbf08b96402d7bcf64fe2e8ab435dc42e6cc2d7f22b8c34
data/raw/CIFAKE/train/FAKE/3165 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,4b992d51b1b5c795e59044489e4069029351cd97a030df3548df6dc590ab8a8d
data/raw/CIFAKE/train/FAKE/3173 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,c4e73a82dc02321949ed176c21477869af9d7ef0a1d8eb9c8ae4db98d90a49a5
data/raw/CIFAKE/train/FAKE/3179 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,44348c7d978b9fa6f6078a39f557679b5fe658ba7044afa0efd54e71050e8c1d
data/raw/CIFAKE/train/FAKE/3184 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,fffc4896d3bda78dda33475d8749e07ca486060efe18d567a11d96b021788f15
data/raw/CIFAKE/train/FAKE/3217 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,bfa2f0c8b85ed5336f26e8b4b0a15224939ace070d60ccf1d8dd63acb87c8a96
data/raw/CIFAKE/train/FAKE/3219 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,78e587593e2cc94f19f0159fe1a1848d0786172325d014bd1aec40893f341105
data/raw/CIFAKE/train/FAKE/3267 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,93a2e2b7bc3b00203994db3fbb62b6fbc44be93b4c8b8619c036b3c8dbd42aaf
data/raw/CIFAKE/train/FAKE/3281 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,4b918404563f98db938c1b8f9df018401d30b52a29ec51f20e956aa1a0c6f6a4
data/raw/CIFAKE/train/FAKE/3287 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,356cf991e4691ee05e776ea20eea733dbe023709973f6663f472ad077a1e767a
data/raw/CIFAKE/train/FAKE/3294 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,c1825fb9b50d95bf045ba595f5758e9d312466450873dc8534fa0aa289a84101
data/raw/CIFAKE/train/FAKE/3306 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,5f1216fcff0b76e1205954f63e2b13b11ac1b6e6d7655cb7b4ee08adcf8ba5ea
data/raw/CIFAKE/train/FAKE/3320 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,ac05bcba323b5491d2d20951ff53915f3c7400e7bf32c57200c6f97f018e9d36
data/raw/CIFAKE/train/FAKE/3325 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,560a85eb42491f6369bbbeb474f0f530a07f26c742dedae7751e4f23a7a9788d
data/raw/CIFAKE/train/FAKE/3338 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,6766e472960a24c7302ac2856b81e93cfa70266f3c681389e92a41af4431d2fd
data/raw/CIFAKE/train/FAKE/3340 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,45bde3465ba84132eb4374ab6beef3fb5976390e2260a5655b7f4d2bbbdc2e11
data/raw/CIFAKE/train/FAKE/3350 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,ec496fd585f825038e443e87faedbebdb9b9a1cd1e01231c1591db6a1d74289e
data/raw/CIFAKE/train/FAKE/3360 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,639b0d83f65915265deaa8cf3eb1be65884a57673521e2108c72587eca9197e4
data/raw/CIFAKE/train/FAKE/3366 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,55508bce7d8ee6667c395e228c82e1c01ec7ea0ad302e1f1e85b72edbaee9230
data/raw/CIFAKE/train/FAKE/3381 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,c52939c9a9935ce82f519ba0e4fae68de858c1489151559fd37a5f6695c1811d
data/raw/CIFAKE/train/FAKE/3382 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,00713675b875db35827a7419931373840f255b96bcb0ccc523581946d799d369
data/raw/CIFAKE/train/FAKE/3385 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,5c2fa11e608e7ed410f913838f37d9aaea694ec7cedf4e8f761175bdd4d5cf34
data/raw/CIFAKE/train/FAKE/3390 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,906d7b9a040961f1defb732b3e7099e63839a20ee0d14e5c3c53db4c56ce79c0
data/raw/CIFAKE/train/FAKE/3445 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,740f76fc5b81a53e00e227680a4ed737d33a12a3dd7c92393c59ec2a439bd631
data/raw/CIFAKE/train/FAKE/3446 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,92d8af0322c9bc553659ee5bbe8817384df08130a78d08a98e4735d316515bba
data/raw/CIFAKE/train/FAKE/3446 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,200a6b705973245862961fd55aa41c0d3933dbe6fcf6fad9629e2a853ee8cd18
data/raw/CIFAKE/train/FAKE/3447 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,f8642af9b1287a529de7599fc24315c83b9c80aeccabc79848820d7f4d4889fe
data/raw/CIFAKE/train/FAKE/3460 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,c1a988382876bf44b36fd1731d292c828c0856f63c6bc183f8e98b601b93840b
data/raw/CIFAKE/train/FAKE/3482 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,8000a9fa87bba879bf410dd21065452b76da9ed95fe760b22b205e931a6da6d4
data/raw/CIFAKE/train/FAKE/3510 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,2e23f9777ee6f3b8894bc92a4d42e5f9d7f79f704a95cd81ea6ee1b075ac82a9
data/raw/CIFAKE/train/FAKE/3511 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,387e5a57fc18e9add8d811203afb0a62d40cf5efd29d05da013dafaf0e9014fe
data/raw/CIFAKE/train/FAKE/3526 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,bacadbe188b0adda0e67d2df0f65994024c6cb84723b25e13c0971dff3976657
data/raw/CIFAKE/train/FAKE/3529 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,f8703f8e4021f68b6d23407a670a255bf21b04218be599f3dd44bd4ecfa2a98a
data/raw/CIFAKE/train/FAKE/3564 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,cb92784d70ecaf4f459f4aa8bcb2a4838f5d761dff06c07f588c4eb94a1d0a42
data/raw/CIFAKE/train/FAKE/3602 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,c6054a9fe0021eeb188e74073c8bc797924e6507263a30c6b852745b14309b69
data/raw/CIFAKE/train/FAKE/3602 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,68347aa23b5804b7e4b5051be11d04b1304694ed193be2eae9ba9fd884191673
data/raw/CIFAKE/train/FAKE/3616 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,f5be9f19626ebe931e8585f6d06671c2bc924f1c0df0b67f03551ef262529b19
data/raw/CIFAKE/train/FAKE/3623 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,da4382261220107e73193c65beebc2d12643056d507c37f7285653aa355598c7
data/raw/CIFAKE/train/FAKE/3626 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,9d3a7c7d4e3279defa9622650ddeef30d02a54f6a0aea8abc59fcccc9826fad0
data/raw/CIFAKE/train/FAKE/3658 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,48f52b7679c28069b9aa171750c5104e0330b5ab32ccce03d88b25ee56355544
data/raw/CIFAKE/train/FAKE/3659 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,31e8ba010938e3c408c69c1549ba78888f3489ce220afed88cea845c5490eced
data/raw/CIFAKE/train/FAKE/3683 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,894d4caa016d8f99a42c00187e916e4958f02ab7b7270ce108c06b412082703a
data/raw/CIFAKE/train/FAKE/3704 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,17cffb894389fac2996e9d600a0ef09930f1f3eb127d9d9a0339240fd922623c
data/raw/CIFAKE/train/FAKE/3737 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,2ea7475299024d93b5644ce37f1c04d9269584bb340dacd9fc035eca976d8309
data/raw/CIFAKE/train/FAKE/3748 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,95944bc40ab00083ba5a25f3acde5181d94467388d486d8123165c56e39c47d6
data/raw/CIFAKE/train/FAKE/3750 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,5a1fae707ade7713a57a5318d2bf57dce0677ff96924b2354e8c6e0ca689aec9
data/raw/CIFAKE/train/FAKE/3754 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,4c89848300b720ff4e95acd0055650c15e91e77cda90789634f6c18f546f00ff
data/raw/CIFAKE/train/FAKE/3780 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,90279fb37f119711bbdef617a228baf09a8878367cbb4023c93e2abe443f6193
data/raw/CIFAKE/train/FAKE/3782 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,d3a54412c58082bbce31cf9128f736df900d7ce6c07a4ee76e5a53823aa6b84e
data/raw/CIFAKE/train/FAKE/3814 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,ae312aa29f4533f1761a52c93b56ed55404923059c23003cbba7c266d0cb00c6
data/raw/CIFAKE/train/FAKE/3836 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,f3e43c87bbe566ebf79c556b53bafa79ea5d9ce6b7cc02a0423182c17416c2c7
data/raw/CIFAKE/train/FAKE/3841 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,6d4d03e5475448b187b6ce53110b9595870312483e939afd39aa76a84b94679e
data/raw/CIFAKE/train/FAKE/3842 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,70be1e41a54237897f3440493a89f7f036409af7f94f2b5918625bbf2f479589
data/raw/CIFAKE/train/FAKE/3859 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,5a11cfcf65709b1a72e7fd35a27d80e2451ebc40ec52a365f816e3fd4fbc93e7
data/raw/CIFAKE/train/FAKE/3860 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,350f2291620a9df9be8b3070a3d73bd0402b435b547310978bb469d3e8a0ae36
data/raw/CIFAKE/train/FAKE/3883 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,8b3d3c723f7bc2c294448154105500175ecafe7406730b356163dfa98a7378f6
data/raw/CIFAKE/train/FAKE/3897 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,b1b28e9be013f03b3da005ff961b42860212a5ec949a59fbcf4de21bb0d833dc
data/raw/CIFAKE/train/FAKE/3903 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,80dc1903cc913f9ce82afa37cd43c775fcea4e6b2b633cfa9c766a0b7c66602e
data/raw/CIFAKE/train/FAKE/3903 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,961b3cc979fc0348838c6e6b1f621e2039b0a9fd014be10e19d80411fa0d0626
data/raw/CIFAKE/train/FAKE/3942 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,f621f67f101bf35679f1be1038dd25ad5370e75dfa40f89e4688c459e88d49b3
data/raw/CIFAKE/train/FAKE/3950 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,55cd86884560e30dc356adc121c33ed5237fb3e8d924c8996795d940b0a5c123
data/raw/CIFAKE/train/FAKE/3979 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,c370f7123bfe0455bcc95672c20a2edc42610f58f444f7cd815344a03446a8d0
data/raw/CIFAKE/train/FAKE/3989 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,806053dfa2631c8adaa012aa1b71e6879bbae7f8136e2eaf3fed85c3a2fde33b
data/raw/CIFAKE/train/FAKE/4016 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,953dd3bf77ea520a21ffed71167fcd08b86f19f8b35c3b448a3f0f59dc22b0c5
data/raw/CIFAKE/train/FAKE/4018 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,4e5f7da5f0acf417091712053cb763228e4d124d9ee71ee6a9c7a9ca71e592d8
data/raw/CIFAKE/train/FAKE/4037 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,a06b79debf6aa35fe0c359a3d629d9a6c01d3404edf83fad51eb34969db530a7
data/raw/CIFAKE/train/FAKE/4048 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,89a116b4c6c330993cb5def34196f20f736a8071febe264c779288c8465866cd
data/raw/CIFAKE/train/FAKE/4072 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,0a610634ad8b2bc95f2a44dcd6d5681bed65e312218bf4cb7675db6644b235db
data/raw/CIFAKE/train/FAKE/4105 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,8b2edb4b4ba807c96143d3d90d1e4e98f0aaa376e44d00c5d0db11c10440e724
data/raw/CIFAKE/train/FAKE/4126 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,4462d4ecda80e6d8d49b6ac721c5343f077ace2180201a3f6282ef43d6ce3c55
data/raw/CIFAKE/train/FAKE/4165 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,ce6cd36af8d6fe319f233fc9fd75ae946bbf6db31ea9a2834da12dd196311930
data/raw/CIFAKE/train/FAKE/4182 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,ee29dac34b7c17fd9133dd7a45bb92c6325c7fe5f32cd5116af3e3cfe97ccfb0
data/raw/CIFAKE/train/FAKE/4183 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,0c06be7467fe66be1a878cb501f36b1672fc69ff0c44f21675dc0ec660372308
data/raw/CIFAKE/train/FAKE/4195 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,eb063dd55f79088dc3a577b5064992d7957607ceba291a81882cb0fb3ac1fda1
data/raw/CIFAKE/train/FAKE/4202 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,319cd4412133033be994aebad0206da86f8fed6026648f8a7d6d301e7e24734e
data/raw/CIFAKE/train/FAKE/4218 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,40a3dcf455bb414f166c75086dec72589a60a6e9398927a8e4588160a41c5d58
data/raw/CIFAKE/train/FAKE/4223 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,b3fa856ffe44b7d13df4397496ebd552ff7da1f6d8b34ce3cbfc116ddd18c932
data/raw/CIFAKE/train/FAKE/4238 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,c2b41e7b6cd6cc529dce3d15aedffd23a3117613d8631ab1d7d933cc6cef0425
data/raw/CIFAKE/train/FAKE/4240 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,17649010d6b6c5eae66c4187c249149b77c0f8d8535a1e2d8d1dc8e779dd7f11
data/raw/CIFAKE/train/FAKE/4243 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,71abcedb279178a1e7a7147bbc96d40a82a2c41192c0872d60dc75d11d64322c
data/raw/CIFAKE/train/FAKE/4258 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,e44f7867e1e0463071a63b3d1b3ae4399b2c5e7f96541d6d4b1b848724d67e9c
data/raw/CIFAKE/train/FAKE/4270 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,3b31dd98be377238e32fb2c01d118a0a575300ece7c2f2d93460eb5dd6f0c56b
data/raw/CIFAKE/train/FAKE/4272 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,95d64b2d3d5ecc364cbfc3aef143eef071a2115765af57b1d055bef54956a8f6
data/raw/CIFAKE/train/FAKE/4308 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,ebd024935d9a5f44fd74e0cb2b608598b308767f6164f35d7a86b7f60511f0f5
data/raw/CIFAKE/train/FAKE/4393 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,2408214834bd8032461b6cbfb31d90f563d5bf665a2289f9a41903e4a3ce939c
data/raw/CIFAKE/train/FAKE/4417 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,7f4d69ea7fb29506f869a2cdb33ec2f77c577c24910e56533b276a33cbf6dc38
data/raw/CIFAKE/train/FAKE/4427 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,2b8525cd73660d05df93d2f78f120c03ede954096b444194cc12f538392a6e3d
data/raw/CIFAKE/train/FAKE/4473 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,d2c539cb81d87cc8fe4950d9d1a11ca694f1ab40d3ca618e172c092718b86eec
data/raw/CIFAKE/train/FAKE/4482 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,de36100e8929a8bf94147a74ea591436baa1ac669ccf6a63217082b0b8ed79a0
data/raw/CIFAKE/train/FAKE/4497 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,9de9d26094b2dc72b9d535e364edec655fac9cf63939df62198590338070c44d
data/raw/CIFAKE/train/FAKE/4500 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,bedd855c2596b3bef2146cd9a6a0d27087cee3d55013d232c5b4e2c902e6eda3
data/raw/CIFAKE/train/FAKE/4503 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,429b900c83fae33c5372fb94ceff7f771dfa6af79875ceb3b4f2b4d39a64ef61
data/raw/CIFAKE/train/FAKE/4504 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,ba7edf60e1f03cc200436e23c9c9a6487cb8f67b960c4ee5c953775577d3ce23
data/raw/CIFAKE/train/FAKE/4507 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,3f3b9e143a1c38c275ffeec2743d3d7d1bc336fe6bbf143b14fd4697b4c5ac71
data/raw/CIFAKE/train/FAKE/4513 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,1caaccd4ba165c8df78a5d5af7fc93cd03a961bfeee23bc329089c5c09b5a40c
data/raw/CIFAKE/train/FAKE/4523 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,79003521101ae8397bf9b8a8b038ce08e0c63c0fc8c1725872706351fa33b9c7
data/raw/CIFAKE/train/FAKE/4531 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,a75690bc191c76fe3b4c537d67f6bec2fd2f114d4c7cc907d4c2496a370087fd
data/raw/CIFAKE/train/FAKE/4536 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,de0cf113e16b19859335bd4a89081edcf565eb0c712c4bc030e97ae79f84a22c
data/raw/CIFAKE/train/FAKE/4541 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,0c1d9c99c0285abf8f83f7d424e4856857297fc831f7007dc5f20b9a18a7259c
data/raw/CIFAKE/train/FAKE/4546 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,2ea53a319a99c0fec423002d89dd66c0ad70add4b1226171d2871904b30080e6
data/raw/CIFAKE/train/FAKE/4566 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,4d58a12524d7b029f1b6a14fa111608e27b1ffb7a853c5f3b4d306e10b8b92d9
data/raw/CIFAKE/train/FAKE/4579 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,14c6d8bd395da25f1753487c07a87cb6e991e515e0a42d02b2f2f64876d8d7f5
data/raw/CIFAKE/train/FAKE/4587 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,f1e94ebf90c21bb60ce2b0b3af3983418d81a13abc5b9678d8f3d1dd29824ce0
data/raw/CIFAKE/train/FAKE/4593 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,d6c4eb96f808102558cb70fc7bd50368fd6c6885069233dacff5270dd83a4bc2
data/raw/CIFAKE/train/FAKE/4627 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,6e1c46d9d7d86828fcfa95274a56e22ab7452577ed56e33b4c019bcb1a06ec38
data/raw/CIFAKE/train/FAKE/4633 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,3ec9bc0e027ae1fb00f598107f3f4f0f04f9c1b280bac4ad24f8efb2eedf72b0
data/raw/CIFAKE/train/FAKE/4657 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,529c69ac361a7e92fd18bde579312354cf207716f626ee27a4ab823cda83706c
data/raw/CIFAKE/train/FAKE/4665 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,47fe4f03360c1ef794950db9dc4401dcde6307cd6cf59bb6bb1fe7cad82e15a6
data/raw/CIFAKE/train/FAKE/4665 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,3416c9307c00ceb188d8c367105d87faa81c24c4f82c2dfe410f05e4b30490e5
data/raw/CIFAKE/train/FAKE/4666 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,e2363dec1b7c9cba7c85cf00b3c26591a801ae057ce6936b93a25c5533156055
data/raw/CIFAKE/train/FAKE/4668 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,b9a59fa80b0e605db867ced5fe2582a03d072d2b8e890db960240a7a3a36e5b3
data/raw/CIFAKE/train/FAKE/4669 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,80d8ed60f8e562f04e10b3108df739b307419a2f896433f6a78dcf9756925cd3
data/raw/CIFAKE/train/FAKE/4676 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,da1434abee85de53a40733347f636e7adff451e974ab1b7158bff85ae4dd5f3c
data/raw/CIFAKE/train/FAKE/4681 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,5e358771340120354a28dc58f5ace4c20be9e58f111b08c3890acc2f922fb6da
data/raw/CIFAKE/train/FAKE/4735 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,f0186663e1f79d99e4febb6a2b7232c23cbe0552c6ff9d98fc256b6e7e46fd34
data/raw/CIFAKE/train/FAKE/4739 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,7df054cfc7aed2270b90aba6bfae1a562db9a557630e7f9b611d213b59dadb70
data/raw/CIFAKE/train/FAKE/4743 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,143de954b511d644ead537dca16aeaf4c2ce24a4b77946c799b0564375d69eab
data/raw/CIFAKE/train/FAKE/4746 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,538539d2f5f65c6af841da0fb113c4a33bd24947df7b79e68ba048ae1ae27676
data/raw/CIFAKE/train/FAKE/4784 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,d1425caa59de49318326afd589f7dd172e1084efb63b4ff1c9d99a3039cb14b7
data/raw/CIFAKE/train/FAKE/4792 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,b81fedd6217bdbb9eb682368ffaf6e62d48fc20b76a631f02faff3971b40c09c
data/raw/CIFAKE/train/FAKE/4806 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,05c29de2b3d254288fc8dcceb1afe39b338aeb9beae3f8a91cde7e59f21d6141
data/raw/CIFAKE/train/FAKE/4806 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,176dd43c39656d6782c24d18427ed6ddf7987f23de937ceea16a784dd2967763
data/raw/CIFAKE/train/FAKE/4807 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,e28d6cb6a706db8e98699a777c67e88b5378aea165f20b181f4acf280263b8ad
data/raw/CIFAKE/train/FAKE/4809 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,4312a5a1592fce8be0f8407f880874e548ce8181d3d36d33fcd06f12fd210c63
data/raw/CIFAKE/train/FAKE/4821 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,3074c45774c8616b5f2008831514d31aca0eaacdf3525a6804a1b945f44acfca
data/raw/CIFAKE/train/FAKE/4859 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,8438533690ea5570e7d86cbbfb4c899cdf1270fb1f70307c4791d45143b59284
data/raw/CIFAKE/train/FAKE/4870 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,f6a42e4111ac9392f5c3dbc41e8925c078e0222da90c5af35f7c4e2bb32bdfb6
data/raw/CIFAKE/train/FAKE/4888 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,3a56f8f709f42d8934f8fff94d2f26d919503d4ae525380d44974b256b4009f9
data/raw/CIFAKE/train/FAKE/4892 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,be0a6200afba82f140246a62d6d1aebb50d18b654e089c7e82ee321ec2784f09
data/raw/CIFAKE/train/FAKE/4898 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,d9c0e59890b4218781d611825d79d372d534e2e7f780ba8006ae3100f2eefeb8
data/raw/CIFAKE/train/FAKE/4928 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,18e222a724c0ef21afadc35f03b6a15af4260a14bb9f7fb9f1bc468aa44d2b9e
