image_path,label,class_name,dataset,source,generator,original_split,width,height,content_hash,split
data/raw/CIFAKE/train/FAKE/1123 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,0eac9e9bb843234fe32b67381ed33b3c835613d947d0094983676a72c24533ef,train
data/raw/CIFAKE/train/FAKE/1934 (10).jpg,1,fake,cifake,cifake,unknown,train,32,32,0d3e8a1ee5812b1da9ba51dabae569591b30ebe79013bc29e7bfb908ca185b19,train
data/raw/CIFAKE/train/FAKE/2770 (5).jpg,1,fake,cifake,cifake,unknown,train,32,32,6ae65ed6d2b720fc4f70519a77e5fa19d82dc25afdc6491ca836dc6d5fca0c60,train
data/raw/CIFAKE/train/REAL/1373 (4).jpg,0,real,cifake,cifake,unknown,train,32,32,3f6ec1327dd0b69b60ade09b2a20dba9c582d84af143369a27434c226e5333af,train
data/raw/CIFAKE/train/FAKE/1383 (5).jpg,1,fake,cifake,cifake,unknown,train,32,32,2dd5880faa9a978ab14a1d49d83126b2cd7cfcb135897713235a5ca572fdb6c3,train
data/raw/CIFAKE/train/REAL/2483 (9).jpg,0,real,cifake,cifake,unknown,train,32,32,222d41bb27c570670ac2e5e2f0e70ffdd048cc1b91eded86dc4f1b58c2203c71,train
data/raw/CIFAKE/train/FAKE/1102 (9).jpg,1,fake,cifake,cifake,unknown,train,32,32,5786d06a49a256fedc3ab3beebf12530e293e2dd0c9ff28d90cec016efb1874f,train
data/raw/CIFAKE/train/REAL/3799 (9).jpg,0,real,cifake,cifake,unknown,train,32,32,6fb2f674dcc8698d5374b55439da6e09db5da0d6e66310e1490ba1d0defb7645,train
data/raw/CIFAKE/train/REAL/0264.jpg,0,real,cifake,cifake,unknown,train,32,32,add9e194c74a682f332642a710f5a7121cff0cddf05e78f9128caf4dc528b9f8,train
data/raw/CIFAKE/train/FAKE/3343 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,2136e339c6bfcf4d33d2ab5f765a3157bceecf60765b0c921d3933b6bbaea20e,train
data/raw/CIFAKE/train/REAL/0400 (7).jpg,0,real,cifake,cifake,unknown,train,32,32,fed61792a9d84d076ca7b0d9f9d2c7dad494fb9957a482b38649ec237bfa4fb1,train
data/raw/CIFAKE/train/REAL/2564 (2).jpg,0,real,cifake,cifake,unknown,train,32,32,b44555ba978c43b907adcaea5a57038e4ca531f2e8790ec4b982efe6fdb6a984,train
data/raw/CIFAKE/train/FAKE/4137 (4).jpg,1,fake,cifake,cifake,unknown,train,32,32,a6719ff1dab4d6d570e802f9faad8d3d0c11332b536ede37548654f2372c139a,train
data/raw/CIFAKE/train/REAL/4388 (9).jpg,0,real,cifake,cifake,unknown,train,32,32,70e9c4363221fa461b18065ce9c0295d9e2debeda7bc121d82f4afa89d587f09,train
data/raw/CIFAKE/train/FAKE/3966.jpg,1,fake,cifake,cifake,unknown,train,32,32,1e48304d389c9ab26d119bb92d04d91c2ea63d53e11199f86f0ff3e0f42a7605,train
data/raw/CIFAKE/train/FAKE/3383 (10).jpg,1,fake,cifake,cifake,unknown,train,32,32,ebffad98f8f590e312e8c86125fe77383620799717392351cc2931b1647f77b5,train
data/raw/CIFAKE/train/FAKE/1484 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,2b786f643d7ae79caafed20ce65e0c05bbbadb785f8b2f955bce6baffec6ad54,train
data/raw/CIFAKE/train/FAKE/4103 (5).jpg,1,fake,cifake,cifake,unknown,train,32,32,dc2048ec1be8d4bef48467de786210d6ca207d0d4e7e2709092b7c5dc8fad899,train
data/raw/CIFAKE/train/REAL/4360 (2).jpg,0,real,cifake,cifake,unknown,train,32,32,11ae4a39811ce60bb0f5a2463ef5442d322ce3e4ea353044b96188345285383f,train
data/raw/CIFAKE/train/FAKE/2548 (4).jpg,1,fake,cifake,cifake,unknown,train,32,32,61cda2711f64eb1508acbf858a70c5fe399938d83643d0c6541a80e3408a6b9c,train
data/raw/CIFAKE/train/REAL/1179 (2).jpg,0,real,cifake,cifake,unknown,train,32,32,f55b12090a4752172193d894d81e703f9ab9c49574f90996e987d008dfb4736c,train
data/raw/CIFAKE/train/FAKE/4411 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,170828715d2ae601707341a1835f52dadd871a96e6cb9cd984cea706c8c142af,train
data/raw/CIFAKE/train/FAKE/2649 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,5f1802c3212c32b6ddddbfb8abec15c70bafa3e1c4e6df6894a9aeaf00dcc823,train
data/raw/CIFAKE/train/REAL/2380 (9).jpg,0,real,cifake,cifake,unknown,train,32,32,3a31657405409fa20fba0b24bcada80f638d4cb2797ce68d4e29db896d9ed15f,train
data/raw/CIFAKE/train/FAKE/2924 (2).jpg,1,fake,cifake,cifake,unknown,train,32,32,e32cba5d0e3004db48aa1c5f94ac19d16c67ac5e88a8b9df250cce5572ed75ac,train
data/raw/CIFAKE/train/REAL/3898 (3).jpg,0,real,cifake,cifake,unknown,train,32,32,e1264c2535c3e04f6b9c4138d0112be4973afc07b41bc47faf277243f75212b7,train
data/raw/CIFAKE/train/FAKE/3005 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,51c2249b0ffd286ac66d443179315bb83d71584231bfeefe63ce00b62a0850d1,train
data/raw/CIFAKE/train/FAKE/5660 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,3bf40b5411462d9090fe5ce4b9328ec2ed393837e23702dbe19751aedb64107a,train
data/raw/CIFAKE/train/FAKE/1300 (10).jpg,1,fake,cifake,cifake,unknown,train,32,32,461c92f88c555c33df97f96138f829f515d8f09ffe15bf16c8b5b6088dabdd6e,train
data/raw/CIFAKE/train/REAL/3775 (2).jpg,0,real,cifake,cifake,unknown,train,32,32,92f95c9ab73f4d0008ee80eac821116ad58bc50ee710265d2613b85cfabbde5f,train
data/raw/CIFAKE/train/REAL/0691 (5).jpg,0,real,cifake,cifake,unknown,train,32,32,f9c5c451309462e782ad27f07c8d515625ef62a744f14317d6da466baf616e76,train
data/raw/CIFAKE/train/FAKE/1811 (5).jpg,1,fake,cifake,cifake,unknown,train,32,32,74756ec6f9d670d857ec5da4d58f98155bf40b24ef416f4f900185bd6fcf91d6,train
data/raw/CIFAKE/train/REAL/0802 (4).jpg,0,real,cifake,cifake,unknown,train,32,32,6c886092b870a2cb1ceb8c46a9b6609adacfe2e339ec996615796f766eb68eb6,train
data/raw/CIFAKE/train/REAL/2563 (6).jpg,0,real,cifake,cifake,unknown,train,32,32,8da5fea361cafd47e8d845ba68175909741202f8fde1ed2240de11029d1306ae,train
data/raw/CIFAKE/train/REAL/1734 (3).jpg,0,real,cifake,cifake,unknown,train,32,32,d008c302743f5bea68c92b97afe30d49aeff8c3bf4a9468da44081d9b49d316f,train
data/raw/CIFAKE/train/REAL/0115 (3).jpg,0,real,cifake,cifake,unknown,train,32,32,0d04f6e6f404e865372b4a5fcb1c19ec7b62d70ff64ea41727fb357fa9248236,train
data/raw/CIFAKE/train/FAKE/3544 (2).jpg,1,fake,cifake,cifake,unknown,train,32,32,a0de34b572e3ba9dc07d22bf7088a5f63f839dd1796bdda71a6d8fa3dd4aa3f7,train
data/raw/CIFAKE/train/REAL/0562.jpg,0,real,cifake,cifake,unknown,train,32,32,e7506ed4920294d61d1e11af7f026e960edb33705fa94eb71e4eaae8bca38df0,train
data/raw/CIFAKE/train/REAL/1256 (8).jpg,0,real,cifake,cifake,unknown,train,32,32,02c946417497fc95b548f6dbb96d9b0bc2a90dfb4fda3c78aff131128888c131,train
data/raw/CIFAKE/train/REAL/4325 (7).jpg,0,real,cifake,cifake,unknown,train,32,32,aa580d9c7dc0b56d5467eb81fb7629c7e80cc75fbd7ef5341a30dff0e886e453,train
data/raw/CIFAKE/train/REAL/2298.jpg,0,real,cifake,cifake,unknown,train,32,32,28c5c94b935e4f96619d6278e6597017418fe97f36b1abe9a346f145ec4b0e5e,train
data/raw/CIFAKE/train/FAKE/2164 (9).jpg,1,fake,cifake,cifake,unknown,train,32,32,5cc4a9b3c56e1f6c5bc4ac2ab1bec730e62bfef3e7f434db8fccc85c9957aad9,train
data/raw/CIFAKE/train/FAKE/1418 (4).jpg,1,fake,cifake,cifake,unknown,train,32,32,9495581e7b0baebd4266e0ef5ca52dc527be9401cf6a5ff6e00d01f4e6d20b1a,train
data/raw/CIFAKE/train/FAKE/5868 (8).jpg,1,fake,cifake,cifake,unknown,train,32,32,012d52b122c44ab4d4a0d320ecf6818760bbbeabaa0a97de598e48010cbc61f5,train
data/raw/CIFAKE/train/FAKE/4608 (5).jpg,1,fake,cifake,cifake,unknown,train,32,32,b6ed5f1d86fe3425ececb68abf74a479e8702ac248d8a7c13577048d14cce8a6,train
data/raw/CIFAKE/train/FAKE/5968 (8).jpg,1,fake,cifake,cifake,unknown,train,32,32,bdeee7830991d6b174cf923f53b08daff1c304e6bbdd1cf9a0aa18966091b8e4,train
data/raw/CIFAKE/train/REAL/2917 (9).jpg,0,real,cifake,cifake,unknown,train,32,32,9cb7e3bcb50627cde2ee62a7840e8ec430aef99f2f74683fc5922c53fa4fcd56,train
data/raw/CIFAKE/train/REAL/1541 (3).jpg,0,real,cifake,cifake,unknown,train,32,32,07fa4ddc2088b23bc0a488637131429c4ccbdec3532d9dc3536f3c6d1f203c3f,train
data/raw/CIFAKE/train/FAKE/2945 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,107164c9d21219b527b548c1a0a53805d9f3b10a703fcfa4d2192573302f9937,train
data/raw/CIFAKE/train/FAKE/3100 (10).jpg,1,fake,cifake,cifake,unknown,train,32,32,ebbea18d15257f9fd3cd158203ceaa4303e372d122977e677941f9bbeadfc46d,train
data/raw/CIFAKE/train/REAL/1163 (6).jpg,0,real,cifake,cifake,unknown,train,32,32,5c54cd2b527c8ea2168d57f518b84a2813990e42898d3d10e6faed6014425d09,train
data/raw/CIFAKE/train/FAKE/4174.jpg,1,fake,cifake,cifake,unknown,train,32,32,4e03bf2cdd98a2d4d500f75673171f8b3db1a415e0649d8b065df79b4f0e1770,train
data/raw/CIFAKE/train/FAKE/1862 (8).jpg,1,fake,cifake,cifake,unknown,train,32,32,a92107f457e3648e1f429d19959677777a16045ce5ed106f3fa96b3b4b06bea7,train
data/raw/CIFAKE/train/FAKE/5686 (10).jpg,1,fake,cifake,cifake,unknown,train,32,32,86c17a9bd57db2b4c9a4f1e45165739c37fee3bf54f8984e197e243a960bb2fd,train
data/raw/CIFAKE/train/REAL/1261 (3).jpg,0,real,cifake,cifake,unknown,train,32,32,bc0417fae487692f0d85b24c7696c0227e18a626e0ebf180a24577f97362ad64,train
data/raw/CIFAKE/train/REAL/0431 (5).jpg,0,real,cifake,cifake,unknown,train,32,32,30eab258add8c9cfe7901be3fec7ecab55bf083081436f93f41573aeaf44a221,train
data/raw/CIFAKE/train/REAL/0233 (5).jpg,0,real,cifake,cifake,unknown,train,32,32,dc91184b4129e688d636b73614baded316085ca8cd3ce14fa56a77c9afa70326,train
data/raw/CIFAKE/train/FAKE/2371 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,7424aa01c5cd7b992423804800590b6d704e8fd1eff5eafbb7db16be78f9eac8,train
data/raw/CIFAKE/train/FAKE/5328 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,ca9b59456800a30416acb20a100cecb74c90fe6d22492cfcfa8c3acb5546d788,train
data/raw/CIFAKE/train/REAL/3283 (7).jpg,0,real,cifake,cifake,unknown,train,32,32,0d94ea60ac0dbfbf7334044f55f6c81e95ecbab9f06b6ebf1ebd966a2883e800,train
data/raw/CIFAKE/train/REAL/2082 (3).jpg,0,real,cifake,cifake,unknown,train,32,32,6e0aafa6dc19f26321603a26b48205aa91e3c0cee4dd5b92b7a206f656c0a33c,train
data/raw/CIFAKE/train/REAL/1156 (6).jpg,0,real,cifake,cifake,unknown,train,32,32,b35826045952143a4081fef00ebec5ce4c0aa42ff96435325f0d882f633ea828,train
data/raw/CIFAKE/train/REAL/4568 (9).jpg,0,real,cifake,cifake,unknown,train,32,32,3c9af6ac1cfe40011cabf11fa7803382bd96ca5324bcc84a6093d7f260ceb4c8,train
data/raw/CIFAKE/train/FAKE/1067 (2).jpg,1,fake,cifake,cifake,unknown,train,32,32,cc12cd2815c26b76c18ce327a80016fba3adbbc487fcc72e7e187b71a8e852a4,train
data/raw/CIFAKE/train/FAKE/1843 (4).jpg,1,fake,cifake,cifake,unknown,train,32,32,7da4fba0adef1d94545717ecc1932baaed191b47aca5a4ddfd33946721baa3d3,train
data/raw/CIFAKE/train/FAKE/4690 (9).jpg,1,fake,cifake,cifake,unknown,train,32,32,6797a3bf7fef870ea0049b629e9e2287b8e9158d70f065d81083151a2f6d6e62,train
data/raw/CIFAKE/train/REAL/4920 (7).jpg,0,real,cifake,cifake,unknown,train,32,32,41db3a64c12555d0dac2355fc06e059f8536e5d9456fd0c65792398b8d9a0ed6,train
data/raw/CIFAKE/train/REAL/2680 (8).jpg,0,real,cifake,cifake,unknown,train,32,32,45344b9a6e4a9c4420a9ab0075fe2f902c4382d610b3d4836946d8831a1521e1,train
data/raw/CIFAKE/train/FAKE/5083 (10).jpg,1,fake,cifake,cifake,unknown,train,32,32,6cc236fab6f3f8bdb70da879ea44f7cdd2d4f2bdc988ec1ae73b08aed800341d,train
data/raw/CIFAKE/train/FAKE/1478 (9).jpg,1,fake,cifake,cifake,unknown,train,32,32,e98d54993c5ccef1cb78cf6158141c348d4bca8bdf2da32d761c67e10c2ff141,train
data/raw/CIFAKE/train/FAKE/3175 (9).jpg,1,fake,cifake,cifake,unknown,train,32,32,413268fbe3f167a43ae771406d2981d2a2f484d35f59bc2b2564c2172a29c189,train
data/raw/CIFAKE/train/FAKE/4846 (2).jpg,1,fake,cifake,cifake,unknown,train,32,32,f5e360b30078d7398f0e15b2a76e2cc86385a9805b2bb60401c35629511f3c2b,train
data/raw/CIFAKE/train/REAL/3262 (6).jpg,0,real,cifake,cifake,unknown,train,32,32,52b9915a750c2deef5f9dd7f19374ffa2b0bd3227968fe8533a6f3d7ee784e8f,train
data/raw/CIFAKE/train/FAKE/2995 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,f46889712b75c397795cea3110ebb16688abc4ab8d5542454479bd32ea18eeeb,train
data/raw/CIFAKE/train/REAL/1652 (5).jpg,0,real,cifake,cifake,unknown,train,32,32,6c1767117d7d98891d6be4d347588dacc01d1056b1ea2597727f223e85c15f63,train
data/raw/CIFAKE/train/REAL/0803 (9).jpg,0,real,cifake,cifake,unknown,train,32,32,1793ca15e3a9379d74f85ed9a43c9d82c78454842c238b5ec22d92ea1bd65953,train
data/raw/CIFAKE/train/FAKE/3809 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,6f80fd7ec3c8dd3a3f94ca00a717d5d252d65cc715a21afc7d194458c63ba195,train
data/raw/CIFAKE/train/REAL/4495 (9).jpg,0,real,cifake,cifake,unknown,train,32,32,28a3f5eb49ee378c96f34346a516af25829d92b8be514a31172df8573e2af709,train
data/raw/CIFAKE/train/FAKE/4700 (10).jpg,1,fake,cifake,cifake,unknown,train,32,32,6bd0c91927c323fe8f8fd196d2b7050e0dd4733ba76e1904853487966bf3276a,train
data/raw/CIFAKE/train/FAKE/2724 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,28ff4a2a981df671cdfe767cb4aa1851cfa7cb6f778026fcbfb47df183406b53,train
data/raw/CIFAKE/train/REAL/0780 (8).jpg,0,real,cifake,cifake,unknown,train,32,32,aa023f0640c1562ee1a917127c8042e2ca94f4df48c348c8c6226edfcb2fa92d,train
data/raw/CIFAKE/train/FAKE/4407.jpg,1,fake,cifake,cifake,unknown,train,32,32,fca83e409587026b4eba94bdd32259ba5cba47100bc595e4c3240b546107d974,train
data/raw/CIFAKE/train/REAL/3580 (10).jpg,0,real,cifake,cifake,unknown,train,32,32,055e3cea7a33313ff197cee42a55632841be2b0cacecca888a9e7902c6c5928f,train
data/raw/CIFAKE/train/REAL/0164 (7).jpg,0,real,cifake,cifake,unknown,train,32,32,9a00684b69538ad4bfb10e7b3af703fe6e7315d282ae68bf61bbf4c391e14cda,train
data/raw/CIFAKE/train/FAKE/4893 (9).jpg,1,fake,cifake,cifake,unknown,train,32,32,84f3391709e1a6226f5cc2a5308350687df83118f461b180dff74762a81d71e7,train
data/raw/CIFAKE/train/FAKE/1882 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,fb9bac23975231a2d88b5628ce2907da5a043ce4f8e0c3e7693c1da57a0aa8a3,train
data/raw/CIFAKE/train/FAKE/2314 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,98edd7cf1b84e1c5e9ecd89a31b07b4d764711c7d6fffb111f94160093c88b9c,train
data/raw/CIFAKE/train/FAKE/1328 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,c18d3b78c7646b6499ef3d3139bf8dfbfbff871ef9d68cb537af75cc0edbdd1a,train
data/raw/CIFAKE/train/FAKE/5586 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,fbf48734ed8c611f1508a5f01ec877c7c59be7a8370542cb8c92f7bbb5752bad,train
data/raw/CIFAKE/train/FAKE/4708 (5).jpg,1,fake,cifake,cifake,unknown,train,32,32,c2f85418410a1c1078fd1ac56c900fabc3e816da29ba8785d98b3946b7a53092,train
data/raw/CIFAKE/train/FAKE/1536 (5).jpg,1,fake,cifake,cifake,unknown,train,32,32,cbc25ec8046c8adef526bd4378a58a1699f6ab232099257aac40ec6fb4fdb86f,train
data/raw/CIFAKE/train/FAKE/2713 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,1f86d7ee99a40ce65207d3e0c24757050ea95e41c58cea9be2948ff7eb3e534a,train
data/raw/CIFAKE/train/REAL/4454 (9).jpg,0,real,cifake,cifake,unknown,train,32,32,3051a8bd174a12a1de9eb00a5fa32b1573f6c44f8d1f04cf031f6d8d2114fb02,train
data/raw/CIFAKE/train/FAKE/1958 (2).jpg,1,fake,cifake,cifake,unknown,train,32,32,f43f7f2a9d7ae4346740ea4b89c011d968057b1adb88d565497ff1cd7ee3cc1a,train
data/raw/CIFAKE/train/REAL/2843 (10).jpg,0,real,cifake,cifake,unknown,train,32,32,df54795b7b92e026798cf02dc96811bf2f6cf0eb47a46f80aedff15810ca9481,train
data/raw/CIFAKE/train/REAL/2245 (10).jpg,0,real,cifake,cifake,unknown,train,32,32,b21df8da2f2c3156a0c1e33c106f3fa88e45a5f79a4b89c04658f833e93f363b,train
data/raw/CIFAKE/train/REAL/3207 (6).jpg,0,real,cifake,cifake,unknown,train,32,32,3175e1a09f9829bf51100c6818564aa0400f0ce09a72df0ed6ff5f6473be0854,train
data/raw/CIFAKE/train/FAKE/2147 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,1ef63de9180c5f51864f8061aa468cd51fe29f3951aa4ccf5bb9bcd562f304ed,train
data/raw/CIFAKE/train/REAL/2438 (10).jpg,0,real,cifake,cifake,unknown,train,32,32,4e18dc435da436e978d5928d91b5c2629c10f9ed61c8b327987987c5b8a364c4,train
data/raw/CIFAKE/train/FAKE/1329 (10).jpg,1,fake,cifake,cifake,unknown,train,32,32,01bed73a09e01b267858b05e5535d847223fd315be3e2f2cac3c46559007de38,train
data/raw/CIFAKE/train/REAL/4748 (10).jpg,0,real,cifake,cifake,unknown,train,32,32,b7cfc1c378e44d542bf3f58487acd41d3cb0c49f7e6b9c78fc286421b41c6b06,train
data/raw/CIFAKE/train/REAL/4953 (2).jpg,0,real,cifake,cifake,unknown,train,32,32,30fa7dc7bb6a9a358256fd419b55f6571296c3c087922c09f74c3ac6168a8850,train
data/raw/CIFAKE/train/REAL/4673.jpg,0,real,cifake,cifake,unknown,train,32,32,9bea1148dd46278858bdbe717920cecdc8f3560172384a4525e650cc36b67d02,train
data/raw/CIFAKE/train/REAL/1102 (8).jpg,0,real,cifake,cifake,unknown,train,32,32,0b7c759c0f5e2017f91fa2ed2bf08adb5ea9a968472a242ca9986234325dca1d,train
data/raw/CIFAKE/train/FAKE/3218 (10).jpg,1,fake,cifake,cifake,unknown,train,32,32,c74400b77118cbb2b166f1cdda043a541ac3acb4620262fcf82946abf865bc60,train
data/raw/CIFAKE/train/FAKE/3653 (9).jpg,1,fake,cifake,cifake,unknown,train,32,32,f1f4b77df451eee53798a4a7206fa4092ad19a8f4e4320579ac63f7355aed5c4,train
data/raw/CIFAKE/train/FAKE/3921 (2).jpg,1,fake,cifake,cifake,unknown,train,32,32,d3e1123c2f64f64c42446cd1b7ac0659a134bc73d437850eb55870100f1a6609,train
data/raw/CIFAKE/train/FAKE/5473.jpg,1,fake,cifake,cifake,unknown,train,32,32,0a5f0fb436398fcdd4a01190cc61569d530151390cf16450f39ad3e8d7958275,train
data/raw/CIFAKE/train/REAL/2459.jpg,0,real,cifake,cifake,unknown,train,32,32,192a9cbe735fc971b65ded0ba2ac2aa3d40393fc4d80c1def93daf6365a15eec,train
data/raw/CIFAKE/train/REAL/1580 (2).jpg,0,real,cifake,cifake,unknown,train,32,32,2de108443ffee2ab0ff7507d53f7da38f8888200f99d37e9e0e3e388be29d89e,train
data/raw/CIFAKE/train/FAKE/3753 (8).jpg,1,fake,cifake,cifake,unknown,train,32,32,0ad89070d16c6707db57551eead4b3d9940563092e9c67f1a7ca7d68145fdca4,train
data/raw/CIFAKE/train/REAL/2810 (4).jpg,0,real,cifake,cifake,unknown,train,32,32,f86ae6d09e374298dab65d16ec7ffdafa8bbc2277772b972d6be37bfd35ac31f,train
data/raw/CIFAKE/train/FAKE/5993 (4).jpg,1,fake,cifake,cifake,unknown,train,32,32,e3d73c43030d1aed11b1fda5bebba8a915d27e7da4f7fa9168c7336b19f3aa4a,train
data/raw/CIFAKE/train/REAL/1851 (9).jpg,0,real,cifake,cifake,unknown,train,32,32,8e6df132cf0d6c63a14e01d3f3066704b9dade4a8cdf0ae7ad3ebdaa17d641bb,train
data/raw/CIFAKE/train/REAL/1323 (7).jpg,0,real,cifake,cifake,unknown,train,32,32,9f6b3204b7cdc76eb39dac7080ac0b54a02153535465a3d8bf366282bdbee5ea,train
data/raw/CIFAKE/train/FAKE/2388 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,ab8e7532489cb4445f88401bbaa4117a1cdf220f4ce13926ca5947954f392b43,train
data/raw/CIFAKE/train/FAKE/5861 (9).jpg,1,fake,cifake,cifake,unknown,train,32,32,3727028bfba670d3cc22c000594e0cecf9da1ab9928a80da018f7e4351097c2a,train
data/raw/CIFAKE/train/FAKE/2131 (6).jpg,1,fake,cifake,cifake,unknown,train,32,32,1a0125fca2fa659482d1d6cd0d110c95bf18012c6de95b777f75d48cb68860f0,train
data/raw/CIFAKE/train/FAKE/3605 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,a25f2d3e179d7a8e92d93bc2d8449f689c2026ca3e015278dec83461429e6786,train
data/raw/CIFAKE/train/FAKE/5720 (2).jpg,1,fake,cifake,cifake,unknown,train,32,32,7ccfc31d7a4e4d85c0629608d1344c9705eb51e4805794fe4b632c604d62400d,train
data/raw/CIFAKE/train/FAKE/3738 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,fe7ae6cdcc93d22bfe88bfea9a36a38e8d13ff788d678c87549bfe7561ee8414,train
data/raw/CIFAKE/train/FAKE/3983 (9).jpg,1,fake,cifake,cifake,unknown,train,32,32,7fcdb088be16844b53fd4574c1b44554bfdbb8f6d98f10dd29f2bd755dd5d268,train
data/raw/CIFAKE/train/REAL/1882 (6).jpg,0,real,cifake,cifake,unknown,train,32,32,5a75461a4b11c6b12fb82b1ea7f91347a86433456f6ed291d05699d5d0386436,train
data/raw/CIFAKE/train/REAL/1052 (5).jpg,0,real,cifake,cifake,unknown,train,32,32,5b9d28fb90c797b055faa0ffc2308ad5f4803a4911518ec11b330ec7424507a0,train
data/raw/CIFAKE/train/FAKE/3091 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,9bc229585c8d166c331e95a1597231a0459b2c1ecb8a0b9c34ba3a3e98d626c4,train
data/raw/CIFAKE/train/REAL/1855.jpg,0,real,cifake,cifake,unknown,train,32,32,6c910dde9f8d7e0eb6f54f0b417d72826a67f7daf41f0cf4200790f5e745acb3,train
data/raw/CIFAKE/train/FAKE/1688.jpg,1,fake,cifake,cifake,unknown,train,32,32,0eb71ae2d9ea29ef1e540b2a614f41a12f637e50d45438691c0b77e51bdd6b5b,train
data/raw/CIFAKE/train/FAKE/1856 (4).jpg,1,fake,cifake,cifake,unknown,train,32,32,3052dc05ebdd366c3624984f71e00ab14e333038e154ab82c36044c195a65ecd,train
data/raw/CIFAKE/train/FAKE/1008 (10).jpg,1,fake,cifake,cifake,unknown,train,32,32,338731d209e0e13c44a8d5e6663ff24d126447d55cda8d45b919e9ad587a4643,train
data/raw/CIFAKE/train/REAL/2752 (2).jpg,0,real,cifake,cifake,unknown,train,32,32,4c88ffc68cbf1305aa51818abbb7e9870eff0db559c7464f49d25182560efde4,train
data/raw/CIFAKE/train/REAL/4946 (8).jpg,0,real,cifake,cifake,unknown,train,32,32,c02cb96d820bafa95cc370a2e3117af7d7ee48a6626dde8e5d3bb0d4eb8117c0,train
data/raw/CIFAKE/train/FAKE/5487 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,544e8ce80aa9b3a5e6eca0c8f51de0eb9660f2a430bedab67cbfa06a01cea7fd,train
data/raw/CIFAKE/train/FAKE/3271 (2).jpg,1,fake,cifake,cifake,unknown,train,32,32,a9295d56e3b366303db90d4fcd54ad76efcf38dd781353bd1a4590186b5aea5e,train
data/raw/CIFAKE/train/REAL/2896 (8).jpg,0,real,cifake,cifake,unknown,train,32,32,9d1893d13945064ebb626aba07c24e955d1a1718bb9e465dafca2b2fede36220,train
data/raw/CIFAKE/train/REAL/2784.jpg,0,real,cifake,cifake,unknown,train,32,32,021a1601b4f48e5b3254bc2cbeb6250c80c3e5f952f5f037b5ae57682c50ffe6,train
data/raw/CIFAKE/train/REAL/2159 (8).jpg,0,real,cifake,cifake,unknown,train,32,32,e17c4b6d01d53a01daa8a41ee52220601adf5705a7e306ae1a33e84951e6ed55,train
data/raw/CIFAKE/train/FAKE/4257 (3).jpg,1,fake,cifake,cifake,unknown,train,32,32,dd5bd3865a1f2c06087fc2ade4a88ea39d574d8960ae7857d520a7ff98989a96,train
data/raw/CIFAKE/train/REAL/0804 (6).jpg,0,real,cifake,cifake,unknown,train,32,32,ffc4553a9aabaf35a9a7e3ae56d69136aa68ff7072428b39fe14df8b6926978a,train
data/raw/CIFAKE/train/REAL/3356 (8).jpg,0,real,cifake,cifake,unknown,train,32,32,d64e8bea91a884151560dde7dff5e4d0000e2dec3c03183d0bbe3ad0278d719e,train
data/raw/CIFAKE/train/REAL/0789 (6).jpg,0,real,cifake,cifake,unknown,train,32,32,6c6e364a9904a3c2d0afb1861f63dc664f5153a3fcc08cafa0c67f116fb4e8db,train
data/raw/CIFAKE/train/REAL/1162 (3).jpg,0,real,cifake,cifake,unknown,train,32,32,d299ce1cf69a343d1bdc8c646b5d8baed309d9ba278bba08bac5099168258efb,train
data/raw/CIFAKE/train/FAKE/4752 (7).jpg,1,fake,cifake,cifake,unknown,train,32,32,c84b992222dd1c1847b178e0b30bf142f19e710447eaf7bc3c95f35ebef994d8,train
data/raw/CIFAKE/train/FAKE/5929.jpg,1,fake,cifake,cifake,unknown,train,32,32,935e86e1c6e338561bb6388b996637ac2646cc16e22e3c0a3d747a3c471d5c97,train
data/raw/CIFAKE/train/REAL/0990 (6).jpg,0,real,cifake,cifake,unknown,train,32,32,996c47b2e9690520f3f013b1f8652e1bd9c081dee175ebc3f159bd33dc4e44dd,train
data/raw/CIFAKE/train/FAKE/1362 (9).jpg,1,fake,cifake,cifake,unknown,train,32,32,6acfbc0baba76bbe2f19491a870091e93cdfd30134ebbcbb3ae01c53c09e268c,train
